"Text","Is Delay"
"sequence events tuesday 17th april 2018 traffic controller ip western downs traffic control performing regular duties moving signs supporting sandbags","0"
"cracks welds identified deliveries suspended rectified","0"
"mcd0 foundation inspection","0"
"need full possession site ifc drawings critical program activities","0"
"brendan progressing well s4 subgrade replacement duncan watson working ps qav acceptance foundation today tomorrow","0"
"pipe running parallel sewer clean line","0"
"test pitting ch2800","0"
"asbestos find tafe access","1"
"met tasrail progress construction s5 s6","0"
"geo tech drilling s3","0"
"9 allowable","0"
"345 meeting 23 10 18","0"
"refer photos attached","0"
"proceeding risk panels cast piles driven without resolution ifc drawings associated hold points","0"
"excavating 5t expose heritage seawall market st","1"
"one deep hole 32m remainder nom","0"
"swms review markup team displayed wide screen","0"
"team morale focus cmp compliance good","0"
"telstra exposed corner worth place adjacent electrical cable began undermine sag ecm come place sand bags beneath cable support","1"
"2 x water main valves discovered within nlr proposed track slab se sorner scott st","0"
"frog crossings","0"
"access track crews","0"
"unidentified cable found","1"
"began access illawarra road new compound access","0"
"works progressing well","0"
"removing redundant stormwater pipe sewer pipe running adjacent struck excavator broken","1"
"s3 subgrade replacement","0"
"installed 700mm witches hats 70km h multi message frames along illawarra road highlight speed signs","0"
"access platforms digga excavations expected onsite 7 9 18","0"
"live electricity","1"
"organised delivery attic watercart dust control","0"
"delay rainstorm","1"
"jemena emergency response notified repaired gas leak clamp","0"
"wet weathet delay","1"
"vec reduced productivity due curing rate yard area available exploring options increase 4 panels per shift","0"
"windy","1"
"junttan pile rig left private property project commencement approximately two months","0"
"gd jm met ipd water detention basin designs","0"
"geotechnical investigation","0"
"significant areas hard rock become exposed result trying excavate trim sub grade level pac lhs ch114886 ch115940","0"
"ifc drawings abutment cage would absorb labour cage production","0"
"borrow pit haul road","0"
"nb dh pot holed optic fibre adjacent rail corridor","0"
"stripping survey northern frog culvert","0"
"began rock breaking mc00 blast oversize","0"
"stripping cut ch2700 ready blasting","0"
"barnwell precast yard panels r436 r437 inspection","0"
"blast 3 cut went well","0"
"personal involved installing sign post wearing pipe","0"
"no work flood","1"
"progress continuing despite rain much easier working rock","0"
"traffic set along illawarra road allow safe access ex33 325 283 cross hwy","0"
"rain gauge site office chinchilla recorded 45mm 9am 2 2 18","0"
"discussion morning please book following extra labour plr","0"
"police heavily patrolling 70km h zone along illawarra road","0"
"2 borrow pit well done involved","0"
"need full possession site granted dsg works not delayed","1"
"delivery load 6no 15m piles","0"
"rain","0"
"roll numbers 1040868 1040950 1040908","0"
"tas water scouring new water main","0"
"site setup works progressing well continue work items identified dsg enable full possession site issued large project due process must followed getting closer day stay positive","0"
"subgrade replacement 300mm type inspection","0"
"tack relocated away bend","0"
"plant requirements shaw resource meeting transmitted","0"
"test certs chased submitted","0"
"sandstone heritage find wickham site underneath station street","1"
"30am inspection performed whereby discovered 2 x lighting towers broken cutting padlocks locking screws","0"
"mcd0 foundation inspection removal unsuitable material","0"
"lawn traces unknown armoured cable found","1"
"sloppy","1"
"14t excavator grabs loading truck","0"
"reviewed traffic management swms morning prestart including additional controls","0"
"minor fuel spill clean northern dam","0"
"windy conditions close southern excavation works 20m due dusty conditions","1"
"two panel yards working saturdays ensure panels available time earthworks backfill","0"
"325 stuart","0"
"whilst excavating block9 water main relocation","0"
"30m piling exclusion zone flagged signed","0"
"gaps closing remove replace cbr 10 material front school directed","0"
"30m west problem","0"
"relocation artefact along mc00 alignment","0"
"3 precast yards working panel production","0"
"sheeting access road blast site borrow pit","0"
"galvanizing prospect subsequent split 3casting yards","0"
"services accounted except","0"
"jve resubmitted vibration management plan tg yesterday monitor approval","0"
"345 meeting 9 10 2018","0"
"team making good progress establishing onsite accordance requirements cmp early works approval","0"
"root run pile","0"
"precast crowns","0"
"set silt fencing","0"
"possible delays work related activities package b placement type 2","1"
"precast wall panels barnewall","0"
"dale dobson","0"
"progressed s4 north abutment subgrade replacement","0"
"portaroof contractors x2","0"
"370 s3 access roads","0"
"compound strip","0"
"no work sleet","1"
"construction weather access roads borrow pit","0"
"finish piling s4 abutment","0"
"overall good week teams focus promoting great safety culture assessing hazards implementing controls good","0"
"damage may potentially caused removing pavement layers roof slab bonded overlying pavement removed single piece","0"
"postvegetation clearing mc02 lhs ch440 trees stripping","0"
"removal stormwater pipe","1"
"sub grade replacement abutment b s4","0"
"beginning slab prep fob1","0"
"lv maintenance","0"
"chased hanson date new trial samples s50 s55silica fume s50 s55silica fume s50 core samples cast material","0"
"design required commence piling works s5 s6","0"
"good response work crew regards actions would undertaken traffic event occurred","0"
"pkg rain started 05 10 2018 morning","0"
"dayworks ps","0"
"council workers began works 7","0"
"resubmit supply agreement frog culverts","0"
"companies working one ensure vsjv collaboration great people early focus teamwork compliance grow strengthen teams increase size no loss intend outcomes","0"
"wind delayed pile unloading placement across rail methodology revised use excavators grabs swms reviewed","1"
"continued construction s5 s6 access road","0"
"4 sediment basin construction","0"
"tank sand broken open hole assessing foundation material dla","0"
"ip instructed report main office 0800hrs following morning accompany project zh advisor local medical practice checkup precautionary measure","0"
"stripping ready embankment construction going well","0"
"tree stumps removed either side newcomen st","0"
"spoke subcontractor handling wire fencing products no glasses gloves compound","0"
"nature hydrocarbon diesel spill land contamination b","0"
"sandstone blocks encountered","1"
"risk around design approval junttan commence piling","0"
"completed piling structure s4","0"
"cancled parapet install due high winds","1"
"viatec site assist undertaking traffic management signage set","0"
"manually drilled pipe water began spray pipe","0"
"brody armstrong commenced s05 s06 management","0"
"work fail mistake","1"
"pda testing p419 set restrike 1","0"
"placed work structures s5 s6 due tasrail not yet accepting bridge design abutments rail corridor","0"
"worker threatend public","1"
"ae confirmed foundation adequate excavation level","0"
"pit uncovered","1"
"not next day damage noticed downer supervisor raised concern","1"
"whilst excavating water main trench block 9","0"
"precast crowns","0"
"hns clearly marked","0"
"zc action accurate set site extent problem quantified","0"
"per vec safe report","0"
"s3 access road hard stand crew","0"
"longterm traffic management signage installed speed restrictions operational","0"
"falling trees mc00 rock cut","0"
"started piling abutment 1 pile driven","0"
"actioned joel douglas 20 clevis management clevises producing arc launceston ind","0"
"works progressing well team making good progress restrictions encountering well done involved","0"
"junttan pile rig","0"
"strip borrow pit mckinnons","0"
"approximately 100 bollards displaced damaged remained traffic path","0"
"immediate instruction robson expose pipes ndd","0"
"robson continued mechanically excavate east cables hit damaged top known 900mm stormwater pipe refer event 166","1"
"clearing stripping borrow continuing","0"
"ndt ultrasonic arranged friday","0"
"200pm whilst hammering removing pavement within northern footpath ch11590 robson struck 50mm gas pipe location pipe ted 30kpa main","1"
"fuel tank found","1"
"machine stood owner contacted","1"
"email ben walker sent confirm workers correct ppe","0"
"plan access s6 not yet started","0"
"site supervisor informed approx 1545hrs request project zh advisor ip instructed discontinue labouring physical type activities caused discomfort","0"
"began falling trees mc00 mcc0 rock cuts","0"
"ir resubmit supply agreement today","0"
"aggregate width noted increasing wider 300mm verbal civil team leader mesh team leader tighten","0"
"falling trees","0"
"370 compound access road","0"
"ifc drawings issued asap","0"
"41mm rain recorded rain gauge 22 10 18","0"
"team maintaining compliance safety systems","0"
"5t total gross weight","0"
"stop deluge","1"
"kmr drilling finished s4 site 1030 mobilised s3","0"
"josh submitting qv","0"
"need ensure people walking around site carrying radios","0"
"ruptured water main","1"
"power lines new entry site office complex","0"
"long term signage installation occurring tomorrow","0"
"blast management longterm","0"
"would leave us circa 15m3 hydrocarbon contaminated soil approximately 2530t waste","1"
"drilling mc00 rock cut borrow pit","0"
"per see electronic daily structures diary","0"
"additional short term workers building arrived today","0"
"tracks excavator running parallel top storm water drain underneath footpath","0"
"installed permanent sign post ready signs placed tomorrow perm","0"
"welds inspected vsjv qav adam garrigan basyl jakimow welding management services","0"
"noted supplier sl81 mesh centres 5mm 100mm","0"
"s3 panel production","0"
"elliot thomas","0"
"within trench deep sewer launch pit","0"
"delay gale","1"
"pile driving","0"
"asbestos exclusion zone former corridor worth pl kuwumi pl","1"
"pipes running bolton st","0"
"pipe fact live pressurised water main","0"
"22t excavator pipelayer 3hr delay","1"
"package rain event started 21 11 2018 late afternoon","0"
"hunter union intersection milling asphalt ceased due buried reo concrete slab intersection","1"
"overcast morning clear midday afternoon","0"
"325 dayworks ps geotech","0"
"continuation borrow pit haul road","0"
"ndd works continued due not impacted service works not delayed","0"
"600pm jemena officer arrived","0"
"s3 fill base wall","0"
"precast panel install delayed s2 abutment b due inclement weather forecast wind rain","1"
"unidentified item found","1"
"stay safe","0"
"jeremy spicer lanes electrical","0"
"soaked hoses sprinklers used continuously wet cure panels hessian","0"
"began installation northern environmental no go zone","0"
"stay safe","0"
"earthworks team ramping material becomes available","0"
"date 31 05 2018 c","0"
"qav site inspection","0"
"finish prep fob1 looking good pour friday","0"
"excavating trench new gas installed sandstone blocks uncovered required additional time spent activity","1"
"s5 rock delivery ceased due supplier issues","1"
"clash design repair works needed cleared repair method confirmed asset owner","1"
"forecast flood","1"
"2mm rain till 700am 5th september","0"
"stay safe","0"
"per daily diaries","0"
"mobile plant exclusion zone maintained rig moves s3","0"
"aboriginal artefact delineated around ch3500","0"
"please continue maintain high standard site safety culture set date","0"
"team went back work 0201am following suggestion lightning passed windy","1"
"s02 filling progressed","0"
"unknown buried brick wall","1"
"continue splicing piles s4","0"
"assisting hudson civil fabrication frog crowns design yet submitted review","0"
"upon investigation evident vms towed original location side road despite wheels chained locked","0"
"hazards identified","0"
"finished delineating protected trees cultural no go zones potential artefacts","0"
"700pm jemena determined not feed anything would capped north","0"
"utilizing plant 12t exc adt 20t roller 1 x spotter 1 x labour","0"
"unautorisr site entri","1"
"package number 27 s10 frog culvert north due jv 21sep18","0"
"333 mick r load topsoil compound","0"
"70 pile delivery storage","0"
"workshop access road","0"
"cable tarmac pavement 20mm suface","0"
"first pile sections onsite","0"
"action joel clevis management","0"
"ip continued time pain became uncomfortable subsequently impacted ability perform work","0"
"bill gilbert tom direct contact megan downer","0"
"via tech onsite illawarra road traffic management","0"
"wet last 2 days not good nonmachine works","0"
"project officially opened today minister infrastructure jeremy rockliff mp opening attended many dignitaries press event great milestone project provided great exposure vsjv well done involved made site look good easily accessible","0"
"variation instruction remove cbr 10 excavate 200mm underside special embankment replace tensar 75mm ballast mc31 ch 89 99","0"
"installation temporary environmental controls prior commencement clearing","0"
"drill blast coordination meeting","0"
"245pm jemena clamped gas restricting flow due material nylon old condition pipe clamp not 100 effective","0"
"unknown stormwater service","1"
"365 mick s3 access road","0"
"attached photo","0"
"ongoing monitoring ip occur steps taken ensure ip not engage activities worsen injury","0"
"excavation subgrade s4","0"
"access roads","0"
"trench hand try locate optic fibre s6","0"
"finish pedestrian walk way","0"
"elbow gas also connected tape allowing damage occur easily","1"
"removing footpath pavement kerb front pacific park pipes looking like fuel fill points uncovered multiple locations","1"
"compound hardstand construction","0"
"workshop access road construction","0"
"painting s8 s7 light shafts delayed due rain today","1"
"cables lie direct clash ausgrid conduits","1"
"access road crew","0"
"cancelled thursday blast borrow pit due forecast lightning","1"
"building access roads","0"
"3rd yard commence tuesday","0"
"expecting possession site today","0"
"put back labour allocate panels pile driving completed","0"
"mullane site time banded main","0"
"clean slop prepare place","0"
"based recent dss asset owner not clear exact alignment asset nlr construction zone","0"
"access progressing towards s4 across poor ground cbrs 2 geo textile rock blanket required","0"
"168 rick p","0"
"planning meeting","0"
"sunny day windy afternoon","0"
"prep piles ready splicing","0"
"mcd0 embankment construction","0"
"geo tech drilling finished s3 start work s2","0"
"blast sign borrow pit erected","0"
"today cloudy progress good","0"
"yellow caps installed environmental no go zone postsppe worn onsite","0"
"drill core boreholes s4","0"
"preparing area dignitaries attend site tomorrow project formal opening","0"
"clevis issue barnewall","1"
"scheduled electrician cec container offices monday 24 09 18","0"
"nick manage","0"
"stpm workers eventually managed reinsert stand pipe break rock cease flow water prior hwc arriving","0"
"mig process per wps prequalified welders","0"
"gas connection gas main blue door cafe exposed","0"
"actioned items todo lists","0"
"outlining importance exclusion zone 20m around truck trailers whilst tipping eliminate hazard injury personal","0"
"confirming founding ps","0"
"heavy rain last 48 hrs contributed works ceasing early day","1"
"minor works agreement went ingal","0"
"geotechnical investigation drilling works","0"
"unauthorised site entry","1"
"sry seal ch 100 800","0"
"2hrs 14 05 18 unknown vc pit pipe separate first","0"
"dean hibble","0"
"s6 test pitting 0","0"
"adam wasnt satisfied engineers direction remedial work mesh carriers","0"
"jemenas emergency response team arrived confirmed high reading 20 gas within vicinity exposed pipe","0"
"drug alcohol testing conducted prestart malcolm 3 tested passed","0"
"refer daily sign register","0"
"daniel yaxley","0"
"continue drilling boreholes s4","0"
"removal work","1"
"access tracks","0"
"s3 footing excavation","0"
"key learnings always use correct proper manual handling techniques","0"
"swms review done field ipad shareable system developed duncan watson","0"
"formalized checked not piles structure s3 driven overhead lines remaining place","0"
"due unknown vertical inspection pipe encased concrete pavement","0"
"1 cement treated 1","0"
"nathan identified rev 2 bulk earthworks swms uploaded onedrive system others identified structure work crew needed sign new revision","0"
"excavator used grabs unloading","0"
"water cart drove top 4 lid telstra manhole damaged process","1"
"mb look whether tr delay s6 affects contract program critical path","1"
"set long term traffic management signage","0"
"touched base 110t crawler crane transport pending thh confirming date deliver port melbourne membreys","0"
"ch10880 part ausgrid 01 spare conduits","0"
"laydown areas mobile plant need checked access hours","0"
"windy","1"
"removing section concrete existing footpath gas leak occurred","1"
"168 rick p s3 access road","0"
"prep base form fob1 slab","0"
"moist curing","0"
"hired plant done","0"
"d8 20t excavator commencing cut embankment","0"
"require full possession site asap limited delays construction program","1"
"water standing drains along east side rd no existing drain outlets working well","0"
"conducted swms bulk earthworks covering working around mobile plant consultation workers","0"
"no work due gale","1"
"removing northern footpath perkins st large concrete footing uncovered underneath asphalt","1"
"watermain shutdown","1"
"nick moore developed stopslow plan controlled crossing plant north south illawarra road","0"
"tas police appeared set opposite project gate leaving site","0"
"refer site daily diary sign sheet","0"
"tight awkward working space 71m long proposing look getting peddle go karts billy karts easy safe access culvert comfortable working position posture","0"
"pile driving crew put back 8 10 18 ifc drawings recieved","0"
"suggest install temp pedestrian access drainage channel s4 safer crossing geotechnical work","0"
"345 meeting 26 9 18","0"
"geotech investigation pit sherry northern stock underpass frog culvert","0"
"100 s4fob1s3 access track","0"
"gates installed","0"
"s6 subgrade replacement proof roll","0"
"loading mcd0 topsoil","0"
"fine windy","1"
"access road construction along s3 towards new compound","0"
"no work cloudburst","1"
"possible issue testing subcontractor","1"
"panel propping shop drawings arrived review twd site morning","0"
"safe traffic management installation along illawarra road allow safe access highway","0"
"excavating w 160 trench unknown timbers uncovered","1"
"ground improvement abutments s4","0"
"multiple sandstone blocks uncovered excavating storm water 150 line","1"
"s2 abutment subgrade replacement 300mm deep existing","0"
"investigation undertaken","0"
"excavate subgrade rd 41","0"
"toolbox meeting held","0"
"sign crew","0"
"utilities gas pipe crossing hunter st merewether st stepped southern side footpath whilst ndd wat41","1"
"grout holes head walls","0"
"survey control points installed","0"
"water pump undisturbed ground","1"
"aframe design","0"
"spoke staff mandatory carrying radio ground","0"
"370 martin c s3 access road","0"
"water service damag","1"
"plan frog culvert purchase order waiting drawings select quantities fill heights","0"
"unexpected find","1"
"temperary site office crib room arrival","0"
"04 perceptual error not recognize developing designs not transmitting qav via","0"
"pls note bus pushed 1 11 18 troy tom may need car couple weeks","0"
"rollout pin geofabric abut b ready placement material","0"
"discussed design engineer pile sleeve issue client holding design finalisation","0"
"follow possession site","0"
"culture commitment best practice witnessed date encouraging great team people currently working get vsjv perth link roads running continue grow team works increases no loss high standards currently exhibit","0"
"traffic along illawarra road reduced 70km h working hours","0"
"home made tools item spoke relevant parties resolved action find suitable tool replace","0"
"5t hammer attachment spotter 3hrs delay","0"
"overcast","0"
"prestart meeting conducted identify hazards","0"
"material appears used sacrificial formwork beneath suspended slab ground floor building","0"
"skip bin rubbish organised tom gibbs","0"
"work progressing launceston precast facility","0"
"completion long term traffic management","0"
"drill team wearing orange iaw tr requirements","0"
"whilst removing pavement scott st drainage pit uncovered pit not marked council drawings survey information available","1"
"shelter abutment cage yard","0"
"big storm","1"
"action taken spill kits site utilised spill contained much practicable","0"
"2x site storage containers delivered site","0"
"office","0"
"soaked hoses sprinklers used continuously wet cure panels hessian","0"
"environmental works","1"
"locating sewage directional change suit road cut","0"
"checking options stuart sydes best option tree loping excavator","0"
"continue works borrow","0"
"approval granted 500pm today commence installation long term traffic management signage temporary traffic management plans allow safe access locations","0"
"no delay materials still loaded without impact rail","0"
"pedestrian walkway signs ordered placed delineated walkway","0"
"public traffic obeying signage","0"
"wet weather cannot works crossings","1"
"works progressing well expected considering weather team excited challenges ahead","0"
"utilities site inspection tesltra nbnco determine works required","0"
"location coppice log wall fell within structural beam northern platform required removed enable construction northern platform commence","0"
"submit sediment management plan","0"
"need ifc drawings","1"
"clearing mackinnons hill underway","0"
"jve meet jb next shift discuss","0"
"received verbal direction today 450pm received full possession site great project program works try accelerate make lost time due delay","1"
"whilst installing spear points black oily substance come surface","1"
"40 complete geotechnical drilling s3","0"
"stock pile material use moxy rather use truck dog tip subgrade excavations","0"
"hazells s40 silica awaiting resubmission sand aar hazells","0"
"8t excavator grabs used support pole excavation installation past footing","0"
"structures completed electronic diary safety review widescreen morning well done zane clarke","0"
"footpath works robson trying operate water main hydrant typical hydrant standpipe hydrant failed producing considerable water leak footpath kerb gutter","1"
"unexpect locat","1"
"site access roads","0"
"break rock","1"
"traffic control duties may resumed immediately providing right arm not used anything may exacerbate injury cause pain","0"
"parked crawler crane sure high winds","1"
"hwc required robson use vac truck expose connection order repair works occur","0"
"ground improvement abutments s4 future heavy machinery","0"
"overcast","0"
"mesh","0"
"environmental control misc tasks crew","0"
"began excavation s4 sediment basin","0"
"nm chase access illawarra road s5 s6 per program","0"
"fine sunny day","0"
"345 meeting 2 10 2018","0"
"sparks angle grinder set grass fire","0"
"stay safe","0"
"dayworks ps s3","0"
"photo showing size rock","0"
"received update taswater regarding watermain testing new main allow wm within excavation removed new wm failed test tw narrowed failed section 520m ongoing investigation underway limit delays vsjv works","1"
"council work","1"
"line sight west crossing good sight line","0"
"circumstances confirmed ongoing investigation however fuel tank punctured site causing spill","1"
"behind program panel casting due design mixes awaiting client approval","0"
"fabrication mould vec stock underpass 3000 x 3600mm units confirmed grant mcpherson sufficient resources available made available","0"
"wet ground conditions northern roundabout 1","1"
"access track future","0"
"design change","1"
"contractor zanetto civil","0"
"additional excavation required heritage investigation took place days","1"
"ran ross mannering","0"
"tom order material already scheduled roof","0"
"making good progress borrow pit haul road","0"
"s4 subgrade replacement","0"
"300mm east cables effectively prohibits ausgrid conduits placed beneath hv cables","0"
"excavation inspected austen easterbrook ps","0"
"geotech drilling s3","0"
"made booking hanson liquifill action zc measure amount removal filling mb","0"
"proceeding fabrication current revision drawings 3 casting yards aim meet current program dates regardless movement consultant ifc dates","0"
"no delay surface removal continue","0"
"frog culvert design proof check","0"
"live 210kpa 50mm gas service gas51 struck starting excavation tp ch","1"
"cloudburst","1"
"witnessed progress vec yard stock underpass 3600 x 3000mm crown units schedule developed fabrication casting end november","0"
"meet eskleigh ceo commence discussions southern interchange","0"
"western fence line ch2900 3750 posts star pickets","0"
"hwc believed root incident","0"
"first blast cut","0"
"rolls a39 geofabric subgrade replacement work","0"
"hwc contacted investigate","0"
"establishment works progressing well team excited soon begin next phase works full possession site granted dsg","0"
"removal pavement footpath outside uon revealed quite pits extremely poor condition","0"
"preparation establishment bridge construction compound well underway","0"
"geotechnical investigation","0"
"brendan operating shaws excavator 312 unloading first three loads 15m 310 uc piles day","0"
"fine mild wind","0"
"also raised morning prestart","0"
"reviewed construction program mb nv","0"
"require ifc drawings","0"
"civil crew making great progress teamwork excellent well done involved","0"
"s4 abutment b 100","0"
"borrow pit haul roads","0"
"move s3 tomorrow","0"
"no work due rainshower","1"
"telstra proposed breaking existing earthenware conduit lower route replace pvc split conduit concrete encase","0"
"3m havent yet found rock","0"
"dw nb sz ag witnessed similar progress barnewall precast concretes yard 2","0"
"hour approx 0730hrs ip started feel gradually increasing pain right wrist","0"
"attached photo blackwood trees rail corridor potentially delaying geo tech","1"
"police patrolled 70km h zone along illawarra road day resulting major improvement obeying speed limit public","0"
"date included 14 05 18 unknown concrete footing block","0"
"arrival temporary site office crib room onsite","0"
"see daily diary","0"
"wedge type material rock fill subgrade replacement underside resoil block placed without method spec density testing","0"
"drainage found brick culvert 900mm","0"
"subgrade replacement","0"
"reinforced soil wall foundation excavation structure s4","0"
"dean hibble","0"
"245pm hwc shut appropriate valves shut water approximately 15 businesses","0"
"water main strike","1"
"achieving nice material blast sites","0"
"rock field placement abutment b","0"
"unexpected gas pipe approx","1"
"install permanent signs 4 9 18","0"
"fob finished pouring 1030am","0"
"access road looking good providing safe access s3 s4 site personal","0"
"building access roads","0"
"backfill s4 footings","0"
"turning valve meter within affected business","0"
"unforseen","1"
"known unidentified cable uncovered exposing previously investigated seawall market st","1"
"mcb0 subgrade foundation inspection","0"
"bh10 terminated 30","0"
"long term traffic signage place operational","0"
"structures working platforms fell high winds encountered today reference gd event notice team tied","1"
"sunny morning stormy afternoon","0"
"cable previously discovered exposing wall not believed clashing design","0"
"s4 backfill compound rd","0"
"excavation s3 sediment basin","0"
"330pm jemena arrived conducted repair works included crimping damaged gas 32mm nylon connection 303 hunter st","0"
"stay safe","0"
"2x labour expose cables 4hrs","0"
"services locations southern end project","0"
"traffic management installation hst along illawarra road","0"
"water main tested ok 610pm works continue bring new water main online allowing site works continue without delay need continue monitor ensuring tawwater stay program","0"
"identified frog culvert design packages late follows","0"
"gas connection cast concrete within footpath","0"
"fine","0"
"estimated sometime evening thursday 10th may padfoot roller parked western end pkg removed site unknown party","0"
"traffic slowed along illawarra road allow safe access delivery hitachi zx670 265","0"
"306 borrow pit haul road","0"
"dw nm maintaining 3 week lookaheads","0"
"site access roads","0"
"access road crew","0"
"unidentified stop valve","1"
"cannot find leak poses real threat delaying blasting ch2900 abutment works s3","1"
"mackinnon rise blasting sign erected","0"
"delivery 4x truck trailers 14mm stemming site blasting","0"
"shane erceg assigned responsible party action 2","0"
"8t excavator","0"
"spending roughly 2 weeks 1 month size culvert including sites think it�s something need think","0"
"wet subgrade newly laid subbase issue last time","0"
"hot windy","1"
"borrow pit haul roads","0"
"oil spill s3 due blown hose","0"
"finish subgrade replacement s4","0"
"borrow pit haul road","0"
"actioned zc nb check rev design shop work drawings prior casting","0"
"excavate footings walls s4","0"
"old office given spruce zane nathan","0"
"road trimmed","1"
"robson 5t excavator stand approx","0"
"steel tank found excavation ahims area undertaken","0"
"malcolm worked conjunction contractor get scratch lift standards enable carry required work arriving","0"
"temp access road design axle loads","0"
"no work due precipitation","1"
"holes silt fence","0"
"replacement required","1"
"southern end signage northern end signage installed 5 9 18","0"
"telstra also notified yet inspect","1"
"southern end perth","0"
"exceptional leadership high standard panel erection made week go smoothly without incident","0"
"continue piling s4 abutment","0"
"began hardstand bridge steel lay yard","0"
"conduit damaged cables remained intact","0"
"stripping cartage stockpiling topsoils borrow pit","0"
"tas water subcontractors witnessed dischargingg water onto site no environmental controls place","0"
"s6 subgrade proof roll passed loading excavated material","0"
"detailed excavation northern platform honeysuckle light rail station coppice log retaining wall discovered beneath fill","0"
"365 compound access road","0"
"borrow pit preparation crew","0"
"delay rain","1"
"production commenced","0"
"delay hail","1"
"safe execution blast 3 mackinnon hill mc00 rock cut","0"
"project superintendent requeted site supervisor pkg cd contact chinchilla police service lodge formal report","0"
"need ifc drawings","1"
"location outside 291 hunter street location place pollution occurring likely occur","0"
"additional silt fence installed borrow pit along 240l spill kit incase spill","0"
"gsw disposal slow progress additional site environmental management required","0"
"met john fox stornoway quarry discuss testing delivery type bridge backfill","0"
"pratt perform permanent repair thurs 18 01 18","0"
"stripping workshop access road","0"
"incident involved lighting tower eastern end pkg b1 4 x batteries plus 6 kva generator stolen","0"
"possession site","0"
"tasspan 1 week behind production program due shop drawing issue clevis provision anticipate 2 panels per shift","0"
"compound access road","0"
"delay drizzle","1"
"pot holing water main paddock southern end project","0"
"pos needed","1"
"robson arrange licensed vac truck empty contents","0"
"gareth reiterated personnel ground not approach plant operation including approaching trucks loaded","0"
"arranging use viatech traffic sign placement arrow board ute delivered site","0"
"well done team great well deserved weekend stay safe","0"
"s6 northern abutment subgrade replacement commenced","0"
"west worth pl","0"
"communicate site staff main entrance entrance","0"
"typhoon","1"
"forecast rain","1"
"taswater cutover","0"
"long term traffic installation","0"
"found overflowing onto footpath leaving faeces scattered within construction site","1"
"delay gale","1"
"liaised stornoway select material site access roads","0"
"zanetto civil still working site","0"
"gas main rupture","1"
"need full possession site ifc drawings critical program tasks","1"
"tinder plank found sewer pit excavation excavation director asked give time investigate","0"
"depot hold bolts incorrect","1"
"borrow pit haul road","0"
"bollards total 9","0"
"drumderg attend site required tools bins disposal shortly afterwards","0"
"ineffective penetration covers pits","0"
"5m deep 6m rail fence line","0"
"gravel access roads hardstands","0"
"borrow pit access road","0"
"325 362 stripping borrow","0"
"subgrade improvement s4","0"
"discuss morning prestart importance maintaining exclusion zones around tree falling pile unloading operations","0"
"silt retention curtain dam borrow pit","0"
"sheet roads gp rock prevent pick rocks wheels","0"
"18 toxfree liquid waste disposal empty contents tank","0"
"230pm positively identified main vac unit flagged exclusion zone 30m side pipe safe geotechnical drilling next week","0"
"4 sediment basin s4 exc","0"
"quite heavy rain times affecting efficiency production","0"
"project progressing well looking forward first blast tomorrow ramping earthworks accordingly","0"
"heritage sleepers","0"
"carpenter 2","0"
"strong smell gas present jemena contacted immediately","1"
"4 truck trailers access road s3","0"
"pipe poor condition collars cracked pipe split","1"
"welding screens procured cage fixing jig","0"
"s03 piling","0"
"waiting approval begin commencement long term traffic management installation delay access track construction geo track structure 3 site compound road hard stands","1"
"toilet borrow pit location","0"
"unidentified cables found intersection hunter st","1"
"water sent sediment basin s4","0"
"long term traffic installation complete","0"
"identified unresolved maintenance items junttan hammer vec actioned confirm","0"
"gravel deliveries tomorrow stornoway begin access roads beige sites focusing s3","0"
"windy","1"
"clearing grubbing","0"
"delay block includes 6t excavator hammer attachment spotter surveyor 1hr block well heritage consultant excavation director requiring presence","1"
"site secure end shift","0"
"hwc contacted raised job works","1"
"silty clay dense sandy clay spt range 3060","0"
"portaroof site install roof structure fob1","0"
"zanetto civil still working inside environmental no go zone","0"
"panel footing excavation abutment b","0"
"cut driven piles prep ready splicing activities","0"
"contractor stornoway notified event details vehicle owner given stornoway attend","0"
"stop hail","1"
"continued construction borrow pit haul road","0"
"need critical program ifc drawings","1"
"5t hammer attachment spotter 3hrs delay","1"
"perth stage one southern end perth","0"
"troy gleeson","0"
"piles cut s4","0"
"material broken","1"
"s04 panel rejected due full depth cracks","1"
"added time resolve mcb0 subgrade s3 program piling pushed tuesday 22nd friday 19th","0"
"notified ifc stock underpass crown design received design certificates reports monday allowing reinforcing procurement progressing towards first cast","0"
"delivery placement new site office fob1","0"
"foremen delegated structure","0"
"25 percent excavator 4 trucks 1 x survey rock layer","0"
"pkg rain event started 09 10 2018 300pm","0"
"delay cloudburst","1"
"root cause manual handling technique muscular fatigue 2 factors contributors injury","0"
"mc00 s3 s2 foundation inspection suitable material","0"
"additional coal tar material found block 7 extending beyond previous pre classified non recyclable area","1"
"commenced 1200pm","0"
"junttan pile rig","0"
"hwc not concerned drilling main","0"
"stay safe ensure project procedures followed","0"
"mb completed cemento rapido subcontractor scope sent ian incorporated contract","0"
"moxy travelled past work area unsecured length polypipe struck s7 site container approximately 2m worker foot","0"
"rainfall","1"
"works progressing well ground conditions still soft better weather making big difference","0"
"test pit around ch 3100 dug sub grade","0"
"see daily diary","0"
"operational","0"
"delay rainstorm","1"
"shop work drawings finalised ongoing","0"
"weekly combined toolbox meeting","0"
"cancled s8 wingwall install due strong winds crane safe operating limit","1"
